arbitro_principal	arbitro_principal_quadro_fifa	aux1_quadro_fifa	aux2_quadro_fifa	auxiliares	cidade	clubem	clubev	estado_m	estado_v	clássico	data	estadio	hora	ingressos_disponiveis	porcentagem_ingresso_vendido	observacoes	Publico_pagante	placar_mandante	placar_visitante	quarto_arbitro	quarto_arbitro_quadro_fifa	renda_bruta	renda_liq	ano	rodada	vitoria_mandante	empate_mandante	derrota_mandante	vitoria_visitante	empate_vvisitante	derrota_visitante	mandante_posicao_final_rodada	Visitante_posicao_final_rodada	mandante_posicao_inicio_rodada	Visitante_posicao_inicio_rodada	final de semana
Sandro Meira Ricci-PE	S	S	N	Roberto Braatz-PR_e_Bruno Boschilla-PR	Belo Horizonte	Atlético Mineiro-MG	São Paulo-SP	MG	SP	0	12/09	Independência	22h00	18856	95.6		18025	1	0	Cleisson Veloso Pereira-MG	N	587165	248945.52	2012	24	1	0	0	0	0	1	2	7	2	5	0
Elmo Alves Resende Cunha-GO	N	S	N	Marcelo Carvalho Van Gasse-SP_e_Ivan Carlos Bohn-PR	Rio de Janeiro	Botafogo-RJ	Internacional-RS	RJ	RS	0	13/09	Engenhão	21h00	13383	68.4		9148	1	1	Rodrigo Nunes de Sá-RJ	N	183895	4817.71	2012	24	0	1	0	0	1	0	4	5	4	6	0
Heber Roberto Lopes-PR	S	N	N	Ediney Guerreiro Mascarenhas-RJ_e_Luiz Antônio Muniz de Oliveira-RJ	Porto Alegre	Grêmio-RS	Náutico-PE	RS	PE	0	13/09	Olímpico	21h00	30874	58.1		17932	2	0	Anderson Daronco-RS	N	339631.5	179168.72	2012	24	1	0	0	0	0	1	3	16	3	15	0
Márcio Chagas da Silva-RS	N	S	N	Altemir Hausmann-RS_e_Rafael da Silva Alves-RS	Volta Redonda	Fluminense-RJ	Atlético Goianiense-GO	RJ	GO	0	15/09	Raulino de Oliveira	18h30	14903	42.5		6340	1	2	Wagner dos Santos Rosa-RJ	N	115675	31160.76	2012	25	0	0	1	1	0	0	1	20	1	20	1
Paulo César Oliveira-SP	S	N	N	Vicente Romano Neto-SP_e_Danilo Ricardo Simon Manis-SP	São Paulo	São Paulo-SP	Portuguesa-SP	SP	SP	1	15/09	Morumbi	18h30	20758	91.3		18957	3	1	Márcio Henrique de Gois-SP	N	383190	255178.57	2012	25	1	0	0	0	0	1	4	16	7	11	1
André Luiz de Freitas Castro-GO	N	S	N	Alessandro Álvaro Rocha Mattos-BA_e_Bruno Boschilla-PR	Varginha	Cruzeiro-MG	Vasco-RJ	MG	RJ	0	16/09	Melão	16h00	15300	63.7		9753	1	1	Emerson de Almeida Ferreira-MG	N	265720	183400.34	2012	25	0	1	0	0	1	0	9	5	10	5	1
Ronan Marques da Rosa-SC	N	S	N	Rodrigo Pereira Joia-RJ_e_Rodrigo F. Henrique Correa-RJ	Curitiba	Coritiba-PR	Santos-SP	PR	SP	0	16/09	Couto Pereira	16h00	20274	100		20274	1	2	Leandro Júnior Hermes-PR	N	494086	0	2012	25	0	0	1	1	0	0	14	10	13	13	1
Flávio Rodrigues Guerra-SP	N	S	N	Fabrício Vilarinho da Silva-GO_e_Bruno Salgado Rizo-SP	Recife	Náutico-PE	Atlético Mineiro-MG	PE	MG	0	16/09	Aflitos	16h00	13897	96		13337	1	0	Sebastião Rufino Ribeiro Filho-PE	N	265775	216981.89	2012	25	1	0	0	0	0	1	13	2	16	2	1
Nielson Nogueira Dias-PE	N	S	N	Emerson Augusto de Carvalho-SP_e_Márcia B. Lopes Caetano-RO	Salvador	Bahia-BA	Figueirense-SC	BA	SC	0	16/09	Pituaçu	16h00	22231	99.1		22041	2	1	Gleidson Santos Oliveira-BA	N	493020	302833.25	2012	25	1	0	0	0	0	1	12	19	12	19	1
Marcelo Aparecido Ribeiro de Souza-SP	N	S	N	Marcelo Carvalho Van Gasse-SP_e_Rogério Pablos Zanardo-SP	São Paulo	Palmeiras-SP	Corinthians-SP	SP	SP	1	16/09	Pacaembu	16h00	25295	97.6		24692	0	2	Rodrigo Braghetto-SP	N	495577	252113.97	2012	25	0	0	1	1	0	0	18	8	17	8	1
Ricardo Marques Ribeiro-MG	S	N	N	Fábio Pereira-TO_e_Carlos Augusto Nogueira Júnior-SP	Rio de Janeiro	Flamengo-RJ	Grêmio-RS	RJ	RS	0	16/09	Engenhão	18h30	21395	55.9		11968	1	1	Grazianni Maciel Rocha-RJ	N	233790	46774.58	2012	25	0	1	0	0	1	0	14	3	13	3	1
Dewson Fernando Freitas da Silva-PA	N	S	N	Roberto Braatz-PR_e_Kléber Lúcio Gil-SC	Campinas	Ponte Preta-SP	Botafogo-RJ	SP	RJ	0	16/09	Moisés Lucarelli	18h30	7556	78.4		5922	0	0	Leandro Bizzio Marinho-SP	N	75180	2784.18	2012	25	0	1	0	0	1	0	10	5	9	4	1
Heber Roberto Lopes-PR	S	N	N	Fabiano da Silva Ramires-ES_e_Luiz Carlos Silva Teixeira-BA	Porto Alegre	Internacional-RS	Sport-PE	RS	PE	0	16/09	Beira-Rio	18h30	4481	100		4481	2	2	Márcio C. Brum Coruja-RS	N	38030	-27987.69	2012	25	0	1	0	0	1	0	7	17	5	17	1
Wilton Pereira Sampaio-GO	N	N	N	Guilherme Dias Camilo-MG_e_Wagner de Almeida Santos-RJ	Florianópolis	Figueirense-SC	Palmeiras-SP	SC	SP	0	22/09	Orlando Scarpelli	18h30	10724	100		10724	1	3	Paulo Henrique Godoy Bezerra-SC	N	217595	171443.57	2012	26	0	0	1	1	0	0	19	17	19	18	1
Pablo dos Santos Alves-ES	N	N	N	Kléber Lúcio Gil-SC_e_Fábio Pereira-TO	Volta Redonda	Fluminense-RJ	Náutico-PE	RJ	PE	0	22/09	Raulino de Oliveira	18h30	15410	39.8		6132	2	1	João Batista de Arruda-RJ	N	111765	26626.73	2012	26	1	0	0	0	0	1	1	15	1	13	1
Raphael Claus-SP	N	N	N	Rogério Pablos Zanardo-SP_e_Bruno Salgado Rizo-SP	São Paulo	Santos-SP	Portuguesa-SP	SP	SP	1	22/09	Pacaembu	21h00	21857	72.2		15774	1	3	Flávio Rodrigues Guerra-SP	N	74322	-73893.7	2012	26	0	0	1	1	0	0	13	11	10	16	1
Wagner do Nascimento Magalhães-RJ	N	N	N	Rodrigo F. Henrique Correa-RJ_e_Fabiano da Silva Ramires-ES	São Paulo	São Paulo-SP	Cruzeiro-MG	SP	MG	0	23/09	Morumbi	16h00	41469	97.6		40457	1	0	Thiago Duarte Peixoto-SP	N	1000782	774572.75	2012	26	1	0	0	0	0	1	4	9	4	9	1
Francisco Carlos Nascimento-AL	S	S	N	Altemir Hausmann-RS_e_Thiago Gomes Brigido-CE	Campinas	Ponte Preta-SP	Vasco-RJ	SP	RJ	0	23/09	Moisés Lucarelli	16h00	8298	86.3		7161	0	0	José Cláudio Rocha Filho-SP	N	102962	26555.63	2012	26	0	1	0	0	1	0	9	5	10	5	1
Paulo César Oliveira-SP	S	N	N	Ivan Carlos Bohn-PR_e_Luiz H. Souza Santos Renesto-PR	Goiânia	Atlético Goianiense-GO	Flamengo-RJ	GO	RJ	0	23/09	Serra Dourada	16h00	30100	79.4		23887	1	2	Osimar Moreira-GO	N	714975	548962.28	2012	26	0	0	1	1	0	0	20	12	20	14	1
Sandro Meira Ricci-PE	S	N	N	Cristhian Passos Sorence-GO_e_Clóvis Amaral da Silva-PE	Rio de Janeiro	Botafogo-RJ	Corinthians-SP	RJ	SP	0	23/09	Engenhão	16h00	21281	64.6		13755	2	2	Rodrigo Carvalhães de Miranda-RJ	N	280130	53427.1	2012	26	0	1	0	0	1	0	7	8	5	8	1
Leandro Pedro Vuaden-RS	S	S	N	Carlos Berkenbrock-SC_e_Marcelo Bertanha Barison-RS	Recife	Sport-PE	Coritiba-PR	PE	PR	0	23/09	Ilha do Retiro	18h30	20375	74.9		15258	1	0	Cláudio Mercante Júnior-PE	N	241960	182787.44	2012	26	1	0	0	0	0	1	18	16	17	14	1
Ronan Marques da Rosa-SC	N	S	N	Roberto Braatz-PR_e_Nadine Schramm Camara Bastos-SC	Porto Alegre	Internacional-RS	Bahia-BA	RS	BA	0	23/09	Beira-Rio	18h30	9052	100		9052	3	1	Márcio C. Brum Coruja-RS	N	136070	52638.58	2012	26	1	0	0	0	0	1	5	14	7	12	1
Heber Roberto Lopes-PR	S	S	S	Marcelo Carvalho Van Gasse-SP_e_Fabrício Vilarinho da Silva-GO	Belo Horizonte	Atlético Mineiro-MG	Grêmio-RS	MG	RS	0	23/09	Independência	18h30	19668	100		19668	0	0	Flávio Henrique Coutinho Teixeira-MG	N	688515	272180.57	2012	26	0	1	0	0	1	0	2	3	2	3	1
Paulo César Oliveira-SP	S	S	N	Marcelo Carvalho Van Gasse-SP_e_Rogério Pablos Zanardo-SP	Varginha	Cruzeiro-MG	Internacional-RS	MG	RS	0	29/09	Melão	18h30	15173	48.7		7395	0	0	Flávio Henrique Coutinho Teixeira-MG	N	182515	65020.76	2012	27	0	1	0	0	1	0	9	5	9	5	1
Elmo Alves Resende Cunha-GO	N	N	N	Evandro Gomes Ferreira-GO_e_João Patrício de Araújo-GO	São Paulo	Portuguesa-SP	Atlético Mineiro-MG	SP	MG	0	29/09	Canindé	18h30	6570	90.9		5971	1	1	Marcelo Aparecido Ribeiro de Souza-SP	N	163860	84928.65	2012	27	0	1	0	0	1	0	12	2	11	2	1
Ricardo Marques Ribeiro-MG	S	S	N	Márcio Eustáquio Santiago-MG_e_Cleriston Clay Barreto Rios-SE	Rio de Janeiro	Vasco-RJ	Figueirense-SC	RJ	SC	0	29/09	São Januário	18h30	7387	68.5		5062	3	1	João Batista de Arruda-RJ	N	168510	-11083.51	2012	27	1	0	0	0	0	1	5	19	5	19	1
Leandro Pedro Vuaden-RS	S	S	S	Alessandro Álvaro Rocha Mattos-BA_e_Emerson Augusto de Carvalho-SP	Recife	Náutico-PE	Atlético Goianiense-GO	PE	GO	0	29/09	Aflitos	18h30	12424	95.7		11884	2	0	Gilberto Rodrigues Castro Júnior-PE	N	215275	169180.69	2012	27	1	0	0	0	0	1	14	20	15	20	1
Guilherme Ceretta de Lima-SP	N	N	N	Anderson José de Moraes Coelho-SP_e_Bruno Salgado Rizo-SP	São Paulo	Palmeiras-SP	Ponte Preta-SP	SP	SP	1	29/09	Pacaembu	21h00	30134	98.7		29739	3	0	Vinícius Furlan-SP	N	631140	348776.58	2012	27	1	0	0	0	0	1	17	12	17	9	1
Jean Pierre Gonçalves Lima-RS	N	N	N	Rafael da Silva Alves-RS_e_Luiz H. Souza Santos Renesto-PR	São Paulo	Corinthians-SP	Sport-PE	SP	PE	0	30/09	Pacaembu	16h00	25453	99.3		25277	3	0	Flávio Rodrigues de Souza-SP	N	765426.96	482346.12	2012	27	1	0	0	0	0	1	8	18	8	18	1
Péricles Bassols Pegado Cortez-RJ	S	S	N	Dibert Pedrosa Moisés-RJ_e_Wagner de Almeida Santos-RJ	Curitiba	Coritiba-PR	São Paulo-SP	PR	SP	0	30/09	Couto Pereira	16h00	15061	100		15061	1	1	Adriano Milczvski-PR	N	326268	17184.81	2012	27	0	1	0	0	1	0	16	4	16	4	1
Marcelo de Lima Henrique-RJ	S	S	N	Rodrigo Pereira Joia-RJ_e_Ediney Guerreiro Mascarenhas-RJ	Rio de Janeiro	Flamengo-RJ	Fluminense-RJ	RJ	RJ	1	30/09	Engenhão	16h00	31104	81.4		25313	0	1	Antônio Frederico de Carvalho Schneider-RJ	N	768955	183310.58 222125.18	2012	27	0	0	1	1	0	0	15	1	12	1	1
Heber Roberto Lopes-PR	S	N	N	Fábio Pereira-TO_e_Bruno Boschilla-PR	Salvador	Bahia-BA	Botafogo-RJ	BA	RJ	0	30/09	Pituaçu	16h00	23264	97.6		22708	2	0	Arilson Bispo da Anunciação-BA	N	512715	315137.44	2012	27	1	0	0	0	0	1	10	7	14	7	1
Nielson Nogueira Dias-PE	N	S	N	Roberto Braatz-PR_e_Clóvis Amaral da Silva-PE	Porto Alegre	Grêmio-RS	Santos-SP	RS	SP	0	30/09	Olímpico	18h30	38626	98.9		38212	1	1	Márcio C. Brum Coruja-RS	N	1080972	786990.56	2012	27	0	1	0	0	1	0	3	11	3	13	1
Wagner Reway-MT	N	S	N	Carlos Berkenbrock-SC_e_Rafael da Silva Alves-RS	Rio de Janeiro	Flamengo-RJ	Bahia-BA	RJ	BA	0	04/10	Engenhão	21h00	31939	80.7		25777	0	0	Carlos Eduardo Nunes Braga-RJ	N	380075	131812.34	2012	28	0	1	0	0	1	0	14	11	15	10	0
Ricardo Marques Ribeiro-MG	S	S	N	Dibert Pedrosa Moisés-RJ_e_Celso Luiz da Silva-MG	São Paulo	Portuguesa-SP	Sport-PE	SP	PE	0	04/10	Canindé	21h00	4084	50.3		2054	5	1	Vinícius Furlan-SP	N	49090	1681.06	2012	28	1	0	0	0	0	1	9	18	12	18	0
Márcio Chagas da Silva-RJ	N	N	N	Thiago Gomes Brigido-CE_e_Marcelo Bertanha Barison-RS	Curitiba	Coritiba-PR	Ponte Preta-SP	PR	SP	0	04/10	Couto Pereira	21h00	10141	100		10141	1	0	Fábio Filipus-PR	N	113574	-120746.91	2012	28	1	0	0	0	0	1	15	15	16	12	0
Paulo César Oliveira-SP	S	S	S	Emerson Augusto de Carvalho-SP_e_Marcelo Carvalho Van Gasse-SP	São Paulo	São Paulo-SP	Palmeiras-SP	SP	SP	1	06/10	Morumbi	16h00	36591	95.5		34941	3	0	Antônio Rogério Batista do Prado-SP	N	792742	591117.39	2012	28	1	0	0	0	0	1	4	17	4	17	1
Heber Roberto Lopes-PR	S	S	N	Fabrício Vilarinho da Silva-GO_e_Bruno Boschilla-PR	Recife	Náutico-PE	Corinthians-SP	PE	SP	0	06/10	Aflitos	16h20	17206	99.6		17130	2	1	Sebastião Rufino Ribeiro Filho-PE	N	415850	347622.89	2012	28	1	0	0	0	0	1	11	8	14	8	1
Raphael Claus-SP	N	S	N	Carlos Berkenbrock-SC_e_Ciro Chaban-TO	Goiânia	Atlético Goianiense-GO	Vasco-RJ	GO	RJ	0	06/10	Serra Dourada	16h20	20100	65.7		13212	0	1	Osimar Moreira-GO	N	411155	308683.48	2012	28	0	0	1	1	0	0	19	5	20	5	1
Péricles Bassols Pegado Cortez-RJ	S	S	N	Janette Mara Arcanjo-MG_e_Luiz Antônio Muniz de Oliveira-RJ	Santos	Santos-SP	Internacional-RS	SP	RS	0	06/10	Vila Belmiro	16h20	10573	94.2		9965	1	1	Marcelo Prieto Alfieri-SP	N	84262	-11120.01	2012	28	0	1	0	0	1	0	13	6	11	5	1
Felipe Gomes da Silva-RJ	N	N	N	Rodrigo F. Henrique Correa-RJ_e_Ediney Guerreiro Mascarenhas-RJ	Rio de Janeiro	Fluminense-RJ	Botafogo-RJ	RJ	RJ	1	06/10	Engenhão	18h30	20785	81.4		16919	1	0	Antônio Frederico de Carvalho Schneider-RJ	N	494515	129513.61 103610.89	2012	28	1	0	0	0	0	1	1	7	1	7	1
Jaílson Macedo Freitas-BA	N	S	N	Alessandro Álvaro Rocha Mattos-BA_e_Rogério Pablos Zanardo-SP	Porto Alegre	Grêmio-RS	Cruzeiro-MG	RS	MG	0	06/10	Olímpico	18h30	32405	85.9		27843	2	1	Márcio C. Brum Coruja-RS	N	800912	566704.01	2012	28	1	0	0	0	0	1	3	10	3	9	1
Guilherme Ceretta de Lima-SP	N	N	N	Bruno Salgado Rizo-SP_e_Daniel Paulo Ziolli-SP	Belo Horizonte	Atlético Mineiro-MG	Figueirense-SC	MG	SC	0	06/10	Independência	18h30	18240	92.9		16952	6	0	Emerson de Almeida Ferreira-MG	N	521205	222656.99	2012	28	1	0	0	0	0	1	2	19	2	19	1
Wagner Reway-MT	N	N	N	Guilherme Dias Camilo-MG_e_Paulo César Silva Faria-MT	Rio de Janeiro	Botafogo-RJ	Santos-SP	RJ	SP	0	10/10	Engenhão	19h30	6333	47.1		2986	0	2	Daniel de Souza Macedo-RJ	N	60545	-61764.91	2012	29	0	0	1	1	0	0	8	10	7	13	0
Dewson Fernando Freitas da Silva-PA	N	N	N	Márcia B. Lopes Caetano-RO_e_Márcio Gleidson Correia Dias-PA	Varginha	Cruzeiro-MG	Portuguesa-SP	MG	SP	0	10/10	Melão	19h30	15118	15.5		2344	2	0	Marcos Vinícius de Sá dos Santos-MG	N	38260	-6161.6	2012	29	1	0	0	0	0	1	9	11	10	9	0
Raphael Claus-SP	N	N	N	Kléber Lúcio Gil-SC_e_Thiago Gomes Brigido-CE	Salvador	Bahia-BA	Fluminense-RJ	BA	RJ	0	10/10	Pituaçu	19h30	27296	80.6		21993	0	2	Manoel Nunes Lopo Garrido-BA	N	504780	307775.15	2012	29	0	0	1	1	0	0	14	1	11	1	0
Paulo Henrique Godoy Bezerra-SC	N	N	N	Ediney Guerreiro Mascarenhas-RJ_e_Luiz Antônio Muniz de Oliveira-RJ	Campinas	Ponte Preta-SP	Náutico-PE	SP	PE	0	10/10	Moisés Lucarelli	19h30	8890	77.1		6856	2	1	Vinícius Furlan-SP	N	43027	-18871.6	2012	29	1	0	0	0	0	1	12	12	15	11	0
Emerson de Almeida Ferreira-MG	N	N	N	Ivan Carlos Bohn-PR_e_Celso Luiz da Silva-MG	Florianópolis	Figueirense-SC	Atlético Goianiense-GO	SC	GO	0	10/10	Orlando Scarpelli	19h30	2600	100		2600	3	1	Jefferson Schmidt-SC	N	26750	3252.29	2012	29	1	0	0	0	0	1	19	20	19	19	0
Fabrício Neves Correa-RS	N	S	N	Tatiana Jacques de Freitas-RS_e_Marcelo Bertanha Barison-RS	São Paulo	Corinthians-SP	Flamengo-RJ	SP	RJ	0	10/10	Pacaembu	22h00	25517	99.5		25395	3	2	Thiago Duarte Peixoto-SP	N	756968.96	449381.17	2012	29	1	0	0	0	0	1	7	16	8	14	0
Elmo Alves Resende Cunha-GO	N	S	N	Fabrício Vilarinho da Silva-GO_e_Fábio Pereira-TO	Rio de Janeiro	Vasco-RJ	São Paulo-SP	RJ	SP	0	10/10	São Januário	22h00	10256	84.6		8677	0	2	Grazianni Maciel Rocha-RJ	N	267530	0	2012	29	0	0	1	1	0	0	5	4	5	4	0
André Luiz de Freitas Castro-GO	N	S	S	Alessandro Álvaro Rocha Mattos-BA_e_Rodrigo Pereira Joia-RJ	Porto Alegre	Internacional-RS	Atlético Mineiro-MG	RS	MG	0	10/10	Beira-Rio	22h00	3372	100		3372	3	0	Anderson Daronco-RS	N	48435	-13349.34	2012	29	1	0	0	0	0	1	6	2	6	2	0
Francisco Carlos Nascimento-AL	S	S	N	Lilian da Silva Fernandes Bruno-RJ_e_Marrubson Melo Freitas-DF	Recife	Sport-PE	Grêmio-RS	PE	RS	0	11/10	Ilha do Retiro	21h00	13889	80.7		11210	1	3	Cláudio Mercante Júnior-PE	N	164530	125772.34	2012	29	0	0	1	1	0	0	18	2	18	3	0
Jaílson Macedo Freitas-BA	N	N	N	Rodrigo F. Henrique Correa-RJ_e_Fabiano da Silva Ramires-ES	Araraquara	Palmeiras-SP	Coritiba-PR	SP	PR	0	11/10	Arena Fonte Luminosa	21h00	14163	75.2		10655	0	1	Flávio Rodrigues Guerra-SP	N	407715	266812.53	2012	29	0	0	1	1	0	0	17	14	17	15	0
Anderson Daronco-RS	N	N	N	Bruno Boschilla-PR_e_João Patrício de Araújo-GO	Rio de Janeiro	Flamengo-RJ	Cruzeiro-MG	RJ	MG	0	13/10	Engenhão	18h30	24187	65.8		15922	1	1	Antônio Frederico de Carvalho Schneider-RJ	N	232720	44932.17	2012	30	0	1	0	0	1	0	16	9	16	9	1
Luiz Flávio de Oliveira-SP	N	S	N	Rodrigo Pereira Joia-RJ_e_Carolina Romanholi Melo-CE	Goiânia	Atlético Goianiense-GO	Internacional-RS	GO	RS	0	13/10	Serra Dourada	18h30	8100	18.2		1476	3	1	Fabrício Nery Trindade-GO	N	43795	15592.38	2012	30	1	0	0	0	0	1	19	5	20	6	1
Rodrigo Braghetto-SP	N	N	N	Anderson José de Moraes Coelho-SP_e_Danilo Ricardo Simon Manis-SP	São Paulo	Portuguesa-SP	Corinthians-SP	SP	SP	1	13/10	Canindé	21h00	8887	83.2		7397	1	1	Leandro Bizzio Marinho-SP	N	233060	139524.25	2012	30	0	1	0	0	1	0	11	7	11	7	1
Leandro Pedro Vuaden-RS	S	S	N	Alessandro Álvaro Rocha Mattos-BA_e_Cleriston Clay Barreto Rios-SE	São Paulo	São Paulo-SP	Figueirense-SC	SP	SC	0	14/10	Morumbi	16h00	29266	94.4		27641	2	0	José Cláudio Rocha Filho-SP	N	655694	482667.33	2012	30	1	0	0	0	0	1	4	20	4	19	1
Wilton Pereira Sampaio-GO	N	S	N	Roberto Braatz-PR_e_Thiago Gomes Brigido-CE	Santos	Santos-SP	Vasco-RJ	SP	RJ	0	14/10	Vila Belmiro	16h00	8144	80.5		6555	2	0	Antônio Rogério Batista do Prado-SP	N	105170	202.61	2012	30	1	0	0	0	0	1	9	6	10	5	1
Flávio Rodrigues Guerra-SP	N	N	N	Rodrigo F. Henrique Correa-RJ_e_Nadine Schramm Camara Bastos-SC	Belo Horizonte	Atlético Mineiro-MG	Sport-PE	MG	PE	0	14/10	Independência	16h00	16521	86.3		14265	2	1	Flávio Henrique Coutinho Teixeira-MG	N	381940	149257.03	2012	30	1	0	0	0	0	1	2	18	2	18	1
Wagner do Nascimento Magalhães-RJ	N	S	S	Altemir Hausmann-RS_e_Dibert Pedrosa Moisés-RJ	Curitiba	Coritiba-PR	Bahia-BA	PR	BA	0	14/10	Couto Pereira	16h00	11148	100		11148	2	1	Rodolpho Toski Marques-PR	N	156454	119691.9	2012	30	1	0	0	0	0	1	12	15	14	14	1
Marcelo de Lima Henrique-RJ	S	S	N	Márcio Eustáquio Santiago-MG_e_Kléber Lúcio Gil-SC	Recife	Náutico-PE	Palmeiras-SP	PE	SP	0	14/10	Aflitos	16h00	13965	96.2		13439	1	0	Emerson Sobral-PE	N	261375	210824.04	2012	30	1	0	0	0	0	1	12	17	12	17	1
Guilherme Ceretta de Lima-SP	N	S	N	Fabrício Vilarinho da Silva-GO_e_Carlos Augusto Nogueira Júnior-SP	Porto Alegre	Grêmio-RS	Botafogo-RJ	RS	RJ	0	14/10	Olímpico	18h30	34783	79.1		27529	1	1	Francisco de Paula dos Santos Silva Neto-RS	N	704331	485379.85	2012	30	0	1	0	0	1	0	3	8	2	8	1
Nielson Nogueira Dias-PE	N	N	N	Fábio Pereira-TO_e_Fabiano da Silva Ramires-ES	Rio de Janeiro	Fluminense-RJ	Ponte Preta-SP	RJ	SP	0	14/10	São Januário	18h30	16037	100		16029	2	1	Pathrice Wallace Correa Maia-RJ	N	300110	72582.75	2012	30	1	0	0	0	0	1	1	14	1	12	1
Sandro Meira Ricci-PE	S	S	S	Emerson Augusto de Carvalho-SP_e_Marcelo Carvalho Van Gasse-SP	Rio de Janeiro	Fluminense-RJ	Grêmio-RS	RJ	RS	0	17/10	Engenhão	19h30	30551	98.9		30215	2	2	Wagner dos Santos Rosa-RJ	N	783325	467794.42	2012	31	0	1	0	0	1	0	1	3	1	3	0
Wagner do Nascimento Magalhães-RJ	N	N	N	Marrubson Melo Freitas-DF_e_Lorival Cândido das Flores-RN	Porto Alegre	Internacional-RS	Figueirense-SC	RS	SC	0	17/10	Beira-Rio	19h30	4649	100		4649	2	3	Roger Goulart-RS	N	53100	-7539.02	2012	31	0	0	1	1	0	0	6	19	5	20	0
Ricardo Marques Ribeiro-MG	S	S	N	Carlos Berkenbrock-SC_e_Márcio Luiz Augusto-SP	Curitiba	Coritiba-PR	Náutico-PE	PR	PE	0	17/10	Couto Pereira	19h30	12174	100		12174	2	1	Leandro Júnior Hermes-PR	N	150335	-107288.83	2012	31	1	0	0	0	0	1	10	13	12	12	0
Leandro Pedro Vuaden-RS	S	S	N	Altemir Hausmann-RS_e_Fabiano da Silva Ramires-ES	Salvador	Bahia-BA	Palmeiras-SP	BA	SP	0	17/10	Pituaçu	19h30	18897	97.7		18459	0	1	Arilson Bispo da Anunciação-BA	N	382725	220351.08	2012	31	0	0	1	1	0	0	15	17	15	17	0
Jaílson Macedo Freitas-BA	N	N	N	Kléber Lúcio Gil-SC_e_Ediney Guerreiro Mascarenhas-RJ	Varginha	Cruzeiro-MG	Corinthians-SP	MG	SP	0	17/10	Melão	22h00	15200	47.5		7223	2	0	Cleisson Veloso Pereira-MG	N	371340	274656.71	2012	31	1	0	0	0	0	1	9	8	9	7	0
André Luiz de Freitas Castro-GO	N	N	N	Guilherme Dias Camilo-MG_e_Ivan Carlos Bohn-PR	São Paulo	Portuguesa-SP	Flamengo-RJ	SP	RJ	0	17/10	Canindé	22h00	7321	80.5		5892	0	0	Leandro Bizzio Marinho-SP	N	181890	104009.52	2012	31	0	1	0	0	1	0	12	16	11	16	0
Heber Roberto Lopes-PR	S	S	S	Roberto Braatz-PR_e_Alessandro Álvaro Rocha Mattos-BA	Santos	Santos-SP	Atlético Mineiro-MG	SP	MG	0	17/10	Vila Belmiro	22h00	10647	99.1		10553	2	2	Marcelo Aparecido Ribeiro de Souza-SP	N	171950	53526.97	2012	31	0	1	0	0	1	0	10	2	9	2	0
Márcio Chagas da Silva-RS	N	S	N	Lilian da Silva Fernandes Bruno-RJ_e_Marcelo Bertanha Barison-RS	São Paulo	São Paulo-SP	Atlético Goianiense-GO	SP	GO	0	18/10	Morumbi	21h00	27098	100		27098	2	0	Vinícius Furlan-SP	N	480052	334277.1	2012	31	1	0	0	0	0	1	4	20	4	19	0
Rodrigo Nunes de Sá-RJ	N	S	N	Rodrigo Pereira Joia-RJ_e_Wagner de Almeida Santos-RJ	Rio de Janeiro	Botafogo-RJ	Vasco-RJ	RJ	RJ	1	18/10	Engenhão	21h00	10065	49.8		5015	3	2	João Batista de Arruda-RJ	N	107050	-37189.32 -37189.32	2012	31	1	0	0	0	0	1	6	5	8	6	0
Wilton Pereira Sampaio-GO	N	S	S	Márcio Eustáquio Santiago-MG_e_Dibert Pedrosa Moisés-RJ	Recife	Sport-PE	Ponte Preta-SP	PE	SP	0	18/10	Ilha do Retiro	21h00	12717	80.8		10280	3	1	Cláudio Mercante Júnior-PE	N	147295	107852.89	2012	31	1	0	0	0	0	1	18	14	18	14	0
Marcelo de Lima Henrique-RJ	S	S	N	Dibert Pedrosa Moisés-RJ_e_Wagner de Almeida Santos-RJ	Araraquara	Palmeiras-SP	Cruzeiro-MG	SP	MG	0	20/10	Arena da Fonte	18h30	12917	76.4		9873	2	0	Vinícius Furlan-SP	N	277420	149630.82	2012	32	1	0	0	0	0	1	17	9	17	9	1
Wilton Pereira Sampaio-DF	N	S	N	Márcio Eustáquio Santiago-MG_e_Guilherme Dias Camilo-MG	São Paulo	Corinthians-SP	Bahia-BA	SP	BA	0	20/10	Pacaembu	18h30	20476	98.9		20250	1	1	Marcelo Aparecido Ribeiro de Souza-SP	N	550820.12	279788.34	2012	32	0	1	0	0	1	0	8	16	8	15	1
Paulo Henrique Godoy Bezerra-SC	N	S	N	Emerson Augusto de Carvalho-SP_e_Ediney Guerreiro Mascarenhas-RJ	Porto Alegre	Grêmio-RS	Coritiba-PR	RS	PR	0	20/10	Olímpico	18h30	32114	64.4		20676	0	0	Márcio C. Brum Coruja-RS	N	511306.5	322856.6	2012	32	0	1	0	0	1	0	3	10	3	10	1
Jaílson Macedo Freitas-BA	N	S	N	Fabrício Vilarinho da Silva-GO_e_Kléber Lúcio Gil-SC	Belo Horizonte	Atlético Mineiro-MG	Fluminense-RJ	MG	RJ	0	21/10	Independência	16h00	20096	100		20096	3	2	Emerson de Almeida Ferreira-MG	N	736265	279564.16	2012	32	1	0	0	0	0	1	2	1	2	1	1
